tipo_moneda,precio_vivienda,direccion_vivienda,metros_cuadrados,años_vivenda,ambientes,inmobiliaria
"['USD', 'USD', 'USD', '$', '$', '$', '$', '$', '$', '$', '$', '$', '$', '$', '$', '$', 'USD', '$', '$', '$']","['\nUSD 2.000                \n                \n                    + $50.000\nexp.                \n', '\nUSD 3.900                \n                \n                    + $130.000\nexp.                \n', '\nUSD 1.500                \n                \n                    + $50.000\nexpensas                \n', '\n$ 200.000                \n            ', '\n$ 125.000                \n                \n                    + $13.000\nexpensas                \n', '\n$ 112.000                \n                \n                    + $10.000\nexpensas                \n', '\n$ 130.000                \n            ', '\n$ 55.000                \n                \n                    + $14.500\nexpensas                \n', '\n$ 110.000                \n                \n                    + $11.000\nexpensas                \n', '\n$ 130.000                \n                \n                    + $40.000\nexpensas                \n', '\n$ 85.000                \n                \n                    + $20.000\nexpensas                \n', '\n$ 99.000                \n                \n                    + $15.000\nexpensas                \n', '\n$ 270.000                \n                \n                    + $15.800\nexpensas                \n', '\n$ 110.000                \n                \n                    + $18.000\nexpensas                \n', '\n$ 100.000                \n                \n                    + $9.937\nexpensas                \n', '\n$ 140.000                \n                \n                    + $27.000\nexpensas                \n', '\nUSD 1.250                \n                \n                    + $75.000\nexpensas                \n', '\n$ 120.000                \n            ', '\n$ 89.000                \n                \n                    + $13.600\nexpensas                \n', '\n$ 110.000                \n                \n                    + $18.000\nexpensas                \n']","['\n                    JUAN MARIA GUTIERREZ 3900\n                ', '\n                    Cavia 3000\n                ', '\n                    Juan Maria Gutierrez 3900\n                ', '\n                    Rep De Honduras 4100, Piso PB\n                ', '\n                    AV. HONDURAS 3700, Piso 3\n                ', '\n                    Av Cordoba 3300, Piso 5\n                ', '\n                    RAVINGIANI 1600\n                ', '\n                    Laprida 1800, Piso PB\n                ', '\n                    Gral Juan Jose Viamonte 2800, Piso 1\n                ', '\n                    Eva Peron 1500, Piso 3\n                ', '\n                    Salta 700, Piso 1\n                ', '\n                    Jose A Capdevila 3000, Piso 6\n                ', '\n                    Ugarteche 3200, Piso 4\n                ', '\n                    Congreso 2300, Piso 13\n                ', '\n                    Av Dr H Pueyrredon 1100, Piso 6\n                ', '\n                    Membrillar 200, Piso 10\n                ', '\n                    Fray Justo Santa Maria de Oro 2700, Piso 9\n                ', '\n                    Vuelta De Obligado 3300, Piso 2\n                ', '\n                    Ortiz de Ocampo 2500, Piso 15\n                ', '\n                    Congreso 2300, Piso 13\n                ']","['\n                         140  m² cubie.\n                    ', '\n                         400  m² cubie.\n                    ', '\n                         2 dorm.\n                    ', '\n                         100  m² cubie.\n                    ', '\n                         35  m² cubie.\n                    ', '\n                         48  m² cubie.\n                    ', '\n                         55  m² cubie.\n                    ', '\n                         30  m² cubie.\n                    ', '\n                         55  m² cubie.\n                    ', '\n                         85  m² cubie.\n                    ', '\n                         70  m² cubie.\n                    ', '\n                         45  m² cubie.\n                    ', '\n                         76  m² cubie.\n                    ', '\n                         45  m² cubie.\n                    ', '\n                         50  m² cubie.\n                    ', '\n                         63  m² cubie.\n                    ', '\n                         140  m² cubie.\n                    ', '\n                         40  m² cubie.\n                    ', '\n                         39  m² cubie.\n                    ', '\n                         45  m² cubie.\n                    ']","['\n                         15 años\n                    ', '\n                         30 años\n                    ', '\n                         2 baños\n                    ', '\n                         90 años\n                    ', '\n                         10 años\n                    ', '\n                         1 año\n                    ', 'Faltante', '\n                         40 años\n                    ', '\n                         45 años\n                    ', '\n                         8 años\n                    ', '\n                         40 años\n                    ', '\n                         8 años\n                    ', '\n                         20 años\n                    ', '\n                         20 años\n                    ', '\n                         1 baño\n                    ', '\n                         45 años\n                    ', '\n                         2 baños\n                    ', '\n                         A Estrenar\n                    ', '\n                         30 años\n                    ', '\n                         20 años\n                    ']","['\n                         2 dorm.\n                    ', '\n                         5 dorm.\n                    ', '\n                         15 años\n                    ', '\n                         4 dorm.\n                    ', '\n                         1 dorm.\n                    ', '\n                         Monoam.\n                    ', '\n                         Excelente\n                    ', '\n                         Monoam.\n                    ', '\n                         2 dorm.\n                    ', '\n                         2 dorm.\n                    ', '\n                         2 dorm.\n                    ', '\n                         1 dorm.\n                    ', '\n                         2 dorm.\n                    ', '\n                         1 dorm.\n                    ', '\n                         2 dorm.\n                    ', '\n                         2 dorm.\n                    ', '\n                         2 dorm.\n                    ', '\n                         Monoam.\n                    ', '\n                         1 dorm.\n                    ', '\n                         1 dorm.\n                    ']","['https://static1.sosiva451.com/452241_a/5b0a0314-42e8-4499-8207-dc57ddca0b02_small.jpg', 'https://static1.sosiva451.com/452241_a/5b0a0314-42e8-4499-8207-dc57ddca0b02_small.jpg', 'https://static1.sosiva451.com/452241_a/5b0a0314-42e8-4499-8207-dc57ddca0b02_small.jpg', 'https://static1.sosiva451.com/424262_a/2765fe5e-2c3e-45dc-8a30-ed56d54be61b_small.jpg', 'https://static1.sosiva451.com/424262_a/2765fe5e-2c3e-45dc-8a30-ed56d54be61b_small.jpg', 'https://static1.sosiva451.com/338472_a/58448b26-f53c-41cb-9814-a49f8097f68b_small.jpg', 'No aparece Inmobiliaria', 'https://static1.sosiva451.com/932101_a/cd8eb25d-6ec2-460e-a352-0d7570b54b08_small.jpg', 'https://static1.sosiva451.com/509111_a/ee2cd05a-f48c-4fa5-84ae-5ccd1b840e81_small.jpg', 'No aparece Inmobiliaria', 'No aparece Inmobiliaria', 'No aparece Inmobiliaria', 'No aparece Inmobiliaria', 'https://static1.sosiva451.com/509111_a/ee2cd05a-f48c-4fa5-84ae-5ccd1b840e81_small.jpg', 'https://static1.sosiva451.com/128921_a/b8a25630-b832-4288-8f2d-72c3fe03e92f_small.jpg', 'https://static1.sosiva451.com/509111_a/ee2cd05a-f48c-4fa5-84ae-5ccd1b840e81_small.jpg', 'No aparece Inmobiliaria', 'https://static1.sosiva451.com/867891_a/bcbba060-7aa1-425c-a4d2-a6b9a0b218b8_small.jpg', 'No aparece Inmobiliaria', 'https://static1.sosiva451.com/509111_a/ee2cd05a-f48c-4fa5-84ae-5ccd1b840e81_small.jpg']"
"['USD', 'USD', 'USD', '$', '$', '$', '$', '$', '$', '$', '$', '$', '$', '$', '$', '$', 'USD', '$', '$', '$']","['\nUSD 2.000                \n                \n                    + $50.000\nexp.                \n', '\nUSD 3.900                \n                \n                    + $130.000\nexp.                \n', '\nUSD 1.500                \n                \n                    + $50.000\nexpensas                \n', '\n$ 200.000                \n            ', '\n$ 125.000                \n                \n                    + $13.000\nexpensas                \n', '\n$ 112.000                \n                \n                    + $10.000\nexpensas                \n', '\n$ 130.000                \n            ', '\n$ 55.000                \n                \n                    + $14.500\nexpensas                \n', '\n$ 110.000                \n                \n                    + $11.000\nexpensas                \n', '\n$ 130.000                \n                \n                    + $40.000\nexpensas                \n', '\n$ 85.000                \n                \n                    + $20.000\nexpensas                \n', '\n$ 99.000                \n                \n                    + $15.000\nexpensas                \n', '\n$ 270.000                \n                \n                    + $15.800\nexpensas                \n', '\n$ 110.000                \n                \n                    + $18.000\nexpensas                \n', '\n$ 100.000                \n                \n                    + $9.937\nexpensas                \n', '\n$ 140.000                \n                \n                    + $27.000\nexpensas                \n', '\nUSD 1.250                \n                \n                    + $75.000\nexpensas                \n', '\n$ 120.000                \n            ', '\n$ 89.000                \n                \n                    + $13.600\nexpensas                \n', '\n$ 110.000                \n                \n                    + $18.000\nexpensas                \n']","['\n                    JUAN MARIA GUTIERREZ 3900\n                ', '\n                    Cavia 3000\n                ', '\n                    Juan Maria Gutierrez 3900\n                ', '\n                    Rep De Honduras 4100, Piso PB\n                ', '\n                    AV. HONDURAS 3700, Piso 3\n                ', '\n                    Av Cordoba 3300, Piso 5\n                ', '\n                    RAVINGIANI 1600\n                ', '\n                    Laprida 1800, Piso PB\n                ', '\n                    Gral Juan Jose Viamonte 2800, Piso 1\n                ', '\n                    Eva Peron 1500, Piso 3\n                ', '\n                    Salta 700, Piso 1\n                ', '\n                    Jose A Capdevila 3000, Piso 6\n                ', '\n                    Ugarteche 3200, Piso 4\n                ', '\n                    Congreso 2300, Piso 13\n                ', '\n                    Av Dr H Pueyrredon 1100, Piso 6\n                ', '\n                    Membrillar 200, Piso 10\n                ', '\n                    Fray Justo Santa Maria de Oro 2700, Piso 9\n                ', '\n                    Vuelta De Obligado 3300, Piso 2\n                ', '\n                    Ortiz de Ocampo 2500, Piso 15\n                ', '\n                    Congreso 2300, Piso 13\n                ']","['\n                         140  m² cubie.\n                    ', '\n                         400  m² cubie.\n                    ', '\n                         2 dorm.\n                    ', '\n                         100  m² cubie.\n                    ', '\n                         35  m² cubie.\n                    ', '\n                         48  m² cubie.\n                    ', '\n                         55  m² cubie.\n                    ', '\n                         30  m² cubie.\n                    ', '\n                         55  m² cubie.\n                    ', '\n                         85  m² cubie.\n                    ', '\n                         70  m² cubie.\n                    ', '\n                         45  m² cubie.\n                    ', '\n                         76  m² cubie.\n                    ', '\n                         45  m² cubie.\n                    ', '\n                         50  m² cubie.\n                    ', '\n                         63  m² cubie.\n                    ', '\n                         140  m² cubie.\n                    ', '\n                         40  m² cubie.\n                    ', '\n                         39  m² cubie.\n                    ', '\n                         45  m² cubie.\n                    ']","['\n                         15 años\n                    ', '\n                         30 años\n                    ', '\n                         2 baños\n                    ', '\n                         90 años\n                    ', '\n                         10 años\n                    ', '\n                         1 año\n                    ', 'Faltante', '\n                         40 años\n                    ', '\n                         45 años\n                    ', '\n                         8 años\n                    ', '\n                         40 años\n                    ', '\n                         8 años\n                    ', '\n                         20 años\n                    ', '\n                         20 años\n                    ', '\n                         1 baño\n                    ', '\n                         45 años\n                    ', '\n                         2 baños\n                    ', '\n                         A Estrenar\n                    ', '\n                         30 años\n                    ', '\n                         20 años\n                    ']","['\n                         2 dorm.\n                    ', '\n                         5 dorm.\n                    ', '\n                         15 años\n                    ', '\n                         4 dorm.\n                    ', '\n                         1 dorm.\n                    ', '\n                         Monoam.\n                    ', '\n                         Excelente\n                    ', '\n                         Monoam.\n                    ', '\n                         2 dorm.\n                    ', '\n                         2 dorm.\n                    ', '\n                         2 dorm.\n                    ', '\n                         1 dorm.\n                    ', '\n                         2 dorm.\n                    ', '\n                         1 dorm.\n                    ', '\n                         2 dorm.\n                    ', '\n                         2 dorm.\n                    ', '\n                         2 dorm.\n                    ', '\n                         Monoam.\n                    ', '\n                         1 dorm.\n                    ', '\n                         1 dorm.\n                    ']","['https://static1.sosiva451.com/452241_a/5b0a0314-42e8-4499-8207-dc57ddca0b02_small.jpg', 'https://static1.sosiva451.com/452241_a/5b0a0314-42e8-4499-8207-dc57ddca0b02_small.jpg', 'https://static1.sosiva451.com/452241_a/5b0a0314-42e8-4499-8207-dc57ddca0b02_small.jpg', 'https://static1.sosiva451.com/424262_a/2765fe5e-2c3e-45dc-8a30-ed56d54be61b_small.jpg', 'https://static1.sosiva451.com/424262_a/2765fe5e-2c3e-45dc-8a30-ed56d54be61b_small.jpg', 'https://static1.sosiva451.com/338472_a/58448b26-f53c-41cb-9814-a49f8097f68b_small.jpg', 'No aparece Inmobiliaria', 'https://static1.sosiva451.com/932101_a/cd8eb25d-6ec2-460e-a352-0d7570b54b08_small.jpg', 'https://static1.sosiva451.com/509111_a/ee2cd05a-f48c-4fa5-84ae-5ccd1b840e81_small.jpg', 'No aparece Inmobiliaria', 'No aparece Inmobiliaria', 'No aparece Inmobiliaria', 'No aparece Inmobiliaria', 'https://static1.sosiva451.com/509111_a/ee2cd05a-f48c-4fa5-84ae-5ccd1b840e81_small.jpg', 'https://static1.sosiva451.com/128921_a/b8a25630-b832-4288-8f2d-72c3fe03e92f_small.jpg', 'https://static1.sosiva451.com/509111_a/ee2cd05a-f48c-4fa5-84ae-5ccd1b840e81_small.jpg', 'No aparece Inmobiliaria', 'https://static1.sosiva451.com/867891_a/bcbba060-7aa1-425c-a4d2-a6b9a0b218b8_small.jpg', 'No aparece Inmobiliaria', 'https://static1.sosiva451.com/509111_a/ee2cd05a-f48c-4fa5-84ae-5ccd1b840e81_small.jpg']"
"['$', '$', '$', '$', 'USD', '$', '$', '$', '$', '$', '$', '$', '$', '$', '$', '$', '$', '$', '$', '$']","['\n$ 390.000                \n                \n                    + $24.500\nexpensas                \n', '\n$ 225.000                \n            ', '\n$ 120.000                \n                \n                    + $8.606\nexpensas                \n', '\n$ 170.000                \n                \n                    + $53.000\nexpensas                \n', '\nUSD 400                \n            ', '\n$ 85.000                \n                \n                    + $10.000\nexpensas                \n', '\n$ 130.000                \n                \n                    + $15.000\nexpensas                \n', '\n$ 140.000                \n                \n                    + $9.000\nexpensas                \n', '\n$ 85.000                \n                \n                    + $17.000\nexpensas                \n', '\n$ 120.000                \n                \n                    + $20.000\nexpensas                \n', '\n$ 94.000                \n                \n                    + $22.000\nexpensas                \n', '\n$ 65.000                \n                \n                    + $15.000\nexpensas                \n', '\n$ 110.000                \n                \n                    + $10.900\nexpensas                \n', '\n$ 135.000                \n                \n                    + $15.000\nexpensas                \n', '\n$ 100.000                \n                \n                    + $8.000\nexpensas                \n', '\n$ 80.000                \n                \n                    + $9.870\nexpensas                \n', '\n$ 70.000                \n                \n                    + $7.000\nexpensas                \n', '\n$ 98.000                \n                \n                    + $6.000\nexpensas                \n', '\n$ 470.000                \n                \n                    + $80.000\nexpensas                \n', '\n$ 65.000                \n            ']","['\n                    La Pampa al 2000\n                ', '\n                    Av Cabildo 2400\n                ', '\n                    Uriarte 2100, Piso 3\n                ', '\n                    Av. Dorrego al 2600\n                ', '\n                    Concepcion Arenal 2800, Piso 1\n                ', '\n                    J De Amenabar 2800\n                ', '\n                    AV. DIRECTORIO 3900, Piso 6\n                ', '\n                    P Conde 3200, Piso 3° y 4°\n                ', '\n                    Gallo 900, Piso 3\n                ', '\n                    Güemes esq. F.J. Oro 4800, Piso 2\n                ', '\n                    Quito 4300, Piso 4\n                ', '\n                    Rivadavia 4600, Piso 4\n                ', '\n                    Domingo F Sarmiento 3000, Piso 3\n                ', '\n                    Juncal 4600, Piso 1\n                ', '\n                    Humahuca 3400, Piso 4\n                ', '\n                    Bonifacio al 1500\n                ', '\n                    Av Santa Fe 5200, Piso 1\n                ', '\n                    Dr L Pasteur 700, Piso 3\n                ', '\n                    Arenales al 1200\n                ', '\n                    Fray Justo Santa Maria de Oro 2400, Piso 9\n                ']","['\n                         150  m² cubie.\n                    ', '\n                         100  m² cubie.\n                    ', '\n                         46  m² cubie.\n                    ', '\n                         3 dorm.\n                    ', '\n                         55  m² cubie.\n                    ', '\n                         33  m² cubie.\n                    ', '\n                         2 dorm.\n                    ', '\n                         65  m² cubie.\n                    ', '\n                         32  m² cubie.\n                    ', '\n                         76  m² cubie.\n                    ', '\n                         69  m² cubie.\n                    ', '\n                         1 dorm.\n                    ', '\n                         55  m² cubie.\n                    ', '\n                         70  m² cubie.\n                    ', '\n                         37  m² cubie.\n                    ', '\n                         37  m² cubie.\n                    ', '\n                         48  m² cubie.\n                    ', '\n                         40  m² cubie.\n                    ', '\n                         187  m² cubie.\n                    ', '\n                         30  m² cubie.\n                    ']","['\n                         A Estrenar\n                    ', '\n                         2 baños\n                    ', '\n                         37 años\n                    ', '\n                         3 baños\n                    ', '\n                         30 años\n                    ', '\n                         15 años\n                    ', '\n                         1 baño\n                    ', '\n                         13 años\n                    ', '\n                         7 años\n                    ', '\n                         30 años\n                    ', '\n                         50 años\n                    ', '\n                         2 ambientes\n                    ', '\n                         49 años\n                    ', '\n                         50 años\n                    ', '\n                         6 años\n                    ', '\n                         20 años\n                    ', '\n                         1 baño\n                    ', '\n                         A Estrenar\n                    ', '\n                         50 años\n                    ', '\n                         20 años\n                    ']","['\n                         3 dorm.\n                    ', '\n                         4 dorm.\n                    ', '\n                         2 dorm.\n                    ', '\n                         45 años\n                    ', '\n                         2 dorm.\n                    ', '\n                         Monoam.\n                    ', '\n                         20 años\n                    ', '\n                         2 dorm.\n                    ', '\n                         Monoam.\n                    ', '\n                         2 dorm.\n                    ', '\n                         2 dorm.\n                    ', '\n                         45 años\n                    ', '\n                         2 dorm.\n                    ', '\n                         2 dorm.\n                    ', '\n                         Monoam.\n                    ', '\n                         Monoam.\n                    ', '\n                         1 dorm.\n                    ', '\n                         Monoam.\n                    ', '\n                         4 dorm.\n                    ', '\n                         Monoam.\n                    ']","['https://static1.sosiva451.com/347151_a/527a2f93-2f36-4721-a0fd-dc21cf69d62e_small.jpg', 'https://static1.sosiva451.com/365342_a/895ccb67-6274-497f-b51d-153787ce07e8_small.jpg', 'https://static1.sosiva451.com/131101_a/8ea238ce-7883-4e4e-93ef-db914e3b282d_small.jpg', 'https://static1.sosiva451.com/385611_a/9883a965-7db7-4c5c-aa30-92747b79ee05_small.jpg', 'No aparece Inmobiliaria', 'No aparece Inmobiliaria', 'No aparece Inmobiliaria', 'No aparece Inmobiliaria', 'No aparece Inmobiliaria', 'No aparece Inmobiliaria', 'https://static1.sosiva451.com/398101_a/1fdc6190-37a4-4606-a9d2-cba5257a6c21_small.jpg', 'No aparece Inmobiliaria', 'https://static1.sosiva451.com/509111_a/ee2cd05a-f48c-4fa5-84ae-5ccd1b840e81_small.jpg', 'No aparece Inmobiliaria', 'https://static1.sosiva451.com/509111_a/ee2cd05a-f48c-4fa5-84ae-5ccd1b840e81_small.jpg', 'https://static1.sosiva451.com/062632_a/a381ff6b-f45e-4d4b-96d6-e6d3d5ef13e9_small.jpg', 'No aparece Inmobiliaria', 'https://static1.sosiva451.com/128921_a/b8a25630-b832-4288-8f2d-72c3fe03e92f_small.jpg', 'https://static1.sosiva451.com/386652_a/df4e48c2-3397-477c-9075-bc8b728273fc_small.jpg', 'No aparece Inmobiliaria']"
"['$', '$', '$', '$', '$', '$', '$', '$', 'USD', '$', '$', '$', '$', '$', 'faltante', '$', '$', 'USD', '$', '$']","['\n$ 100.000                \n                \n                    + $20.000\nexpensas                \n', '\n$ 82.500                \n                \n                    + $12.000\nexpensas                \n', '\n$ 225.000                \n                \n                    + $32.000\nexpensas                \n', '\n$ 62.000                \n                \n                    + $11.000\nexpensas                \n', '\n$ 140.000                \n                \n                    + $27.000\nexpensas                \n', '\n$ 100.000                \n                \n                    + $24.000\nexpensas                \n', '\n$ 79.000                \n                \n                    + $9.000\nexpensas                \n', '\n$ 80.000                \n                \n                    + $12.000\nexpensas                \n', '\nUSD 600                \n                \n                    + $12.000\nexpensas                \n', '\n$ 57.000                \n            ', '\n$ 70.000                \n                \n                    + $12.000\nexpensas                \n', '\n$ 100.000                \n                \n                    + $6.800\nexpensas                \n', '\n$ 79.000                \n                \n                    + $15.000\nexpensas                \n', '\n$ 210.000                \n                \n                    + $45.000\nexpensas                \n', 'faltante', '\n$ 120.000                \n                \n                    + $12.000\nexpensas                \n', '\n$ 65.000                \n                \n                    + $10.100\nexpensas                \n', '\nUSD 1.300                \n                \n                    + $50.000\nexpensas                \n', '\n$ 140.000                \n            ', '\n$ 75.000                \n                \n                    + $7.500\nexpensas                \n']","['\n                    Av. Congreso 2000, Piso 3\n                ', '\n                    Bulnes 1200\n                ', '\n                    Avenida Congreso 5000, Piso 3\n                ', '\n                    Gavilán 700, piso 9°\n                ', '\n                    Membrillar 200, Piso 10\n                ', '\n                    Teodoro García 2200, Piso 6\n                ', '\n                    Bauness 2000, Piso 6\n                ', '\n                    Gral O Higgins 2000, Piso 2\n                ', '\n                    Manzanares 1600, Piso 9\n                ', '\n                    Moldes 1300\n                ', '\n                    Boyaca 500, Piso 4\n                ', '\n                    Av San Juan 2200, Piso 2\n                ', '\n                    JUNCAL 2900, Piso 5\n                ', '\n                    Maipu 800, Piso 10\n                ', '\n                    La Pampa 1100\n                ', '\n                    Vuelta De Obligado 3500, Piso PB\n                ', '\n                    Av Directorio 1600, Piso 1\n                ', '\n                    Echeverria Y Libertador Jc43321333\n                ', '\n                    Arenales 1100\n                ', '\n                    Constitucion 1900, Piso 2\n                ']","['\n                         41  m² cubie.\n                    ', '\n                         32  m² cubie.\n                    ', '\n                         75  m² cubie.\n                    ', '\n                         35  m² cubie.\n                    ', '\n                         63  m² cubie.\n                    ', '\n                         1 dorm.\n                    ', '\n                         37  m² cubie.\n                    ', '\n                         40  m² cubie.\n                    ', '\n                         37  m² cubie.\n                    ', '\n                         30  m² cubie.\n                    ', '\n                         36  m² cubie.\n                    ', '\n                         55  m² cubie.\n                    ', '\n                         1 dorm.\n                    ', '\n                         115  m² cubie.\n                    ', '\n                         1 dorm.\n                    ', '\n                         65  m² cubie.\n                    ', '\n                         1 dorm.\n                    ', '\n                         100  m² cubie.\n                    ', '\n                         30  m² cubie.\n                    ', '\n                         2 dorm.\n                    ']","['\n                         10 años\n                    ', '\n                         1 ambiente\n                    ', '\n                         2 baños\n                    ', '\n                         8 años\n                    ', '\n                         45 años\n                    ', '\n                         1 baño\n                    ', '\n                         7 años\n                    ', '\n                         1 baño\n                    ', '\n                         1 baño\n                    ', '\n                         45 años\n                    ', '\n                         5 años\n                    ', '\n                         40 años\n                    ', '\n                         1 baño\n                    ', '\n                         2 baños\n                    ', '\n                         1 baño\n                    ', '\n                         45 años\n                    ', '\n                         2 ambientes\n                    ', '\n                         3 baños\n                    ', '\n                         1 baño\n                    ', '\n                         3 ambientes\n                    ']","['\n                         1 dorm.\n                    ', '\n                         Monoam.\n                    ', '\n                         3 dorm.\n                    ', '\n                         Monoam.\n                    ', '\n                         2 dorm.\n                    ', '\n                         20 años\n                    ', '\n                         Monoam.\n                    ', '\n                         1 dorm.\n                    ', '\n                         1 dorm.\n                    ', '\n                         1 dorm.\n                    ', '\n                         Monoam.\n                    ', '\n                         2 dorm.\n                    ', '\n                         60 años\n                    ', '\n                         3 dorm.\n                    ', '\n                         8 años\n                    ', '\n                         2 dorm.\n                    ', '\n                         1 baño\n                    ', '\n                         2 dorm.\n                    ', '\n                         1 dorm.\n                    ', '\n                         1 baño\n                    ']","['No aparece Inmobiliaria', 'No aparece Inmobiliaria', 'https://static1.sosiva451.com/885221_a/587fdab3-589e-4464-8ac9-8da33b1b301a_small.jpg', 'https://static1.sosiva451.com/725941_a/7e88cf26-5c02-4ab3-915b-ccb9ba9f1bc6_small.jpg', 'https://static1.sosiva451.com/509111_a/ee2cd05a-f48c-4fa5-84ae-5ccd1b840e81_small.jpg', 'No aparece Inmobiliaria', 'https://static1.sosiva451.com/129791_a/db82c1ba-553f-49dd-a55e-5fd5482a5129_small.jpg', 'No aparece Inmobiliaria', 'No aparece Inmobiliaria', 'No aparece Inmobiliaria', 'No aparece Inmobiliaria', 'No aparece Inmobiliaria', 'No aparece Inmobiliaria', 'No aparece Inmobiliaria', 'No aparece Inmobiliaria', 'https://static1.sosiva451.com/513751_a/02b4e0e5-4d98-4e12-9317-19db59b5fa08_small.jpg', 'https://static1.sosiva451.com/398101_a/1fdc6190-37a4-4606-a9d2-cba5257a6c21_small.jpg', 'https://static1.sosiva451.com/120512_a/5795d170-6353-4da8-aca6-365a560387ad_small.jpg', 'No aparece Inmobiliaria', 'https://static1.sosiva451.com/363841_a/510f749d-1cb9-493a-b96f-93c9e2247bd8_small.jpg']"
